MIR_ID	Rcc1_miR_prog	Rcc10_miR_nonprog	Rcc11_miR_prog	Rcc12_miR_nonprog	Rcc13_miR_nonprog	Rcc15_miR_nonprog	Rcc16_miR_nonprog	Rcc17_miR_nonprog	Rcc18_miR_nonprog	Rcc19_miR_nonprog	Rcc2_miR_prog	Rcc20_miR_nonprog	Rcc21_miR_nonprog	Rcc22_miR_nonprog	Rcc23_miR_nonprog	Rcc3_miR_prog	Rcc4_miR_nonprog	Rcc5_miR_prog	Rcc7_miR_nonprog	Rcc8_miR_prog	Rcc9_miR_prog
miR-4271-5p	0	0	1	4	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
miR-4534-5p	0	0	1	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0
miR-4267-3p	0	0	1	6	7	0	0	0	0	1	2	5	0	0	1	0	0	1	1	1	0
miR-548y-5p	0	0	1	0	3	0	0	1	0	0	5	0	2	0	2	0	0	0	1	0	0
miR-3923-5p	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0
miR-562-3p	0	0	1	2	3	3	0	0	0	0	8	0	0	3	0	3	0	4	1	0	1
miR-4287-3p	0	0	1	0	1	0	1	1	0	0	0	0	3	0	2	0	0	0	0	1	0
miR-11181-5p	0	0	1	1	3	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0
miR-4451-5p	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0
miR-7160-3p	0	0	1	1	3	0	0	0	5	2	0	0	1	0	6	0	0	0	1	0	0
miR-6132-5p	0	0	1	8	7	1	1	1	4	3	0	2	8	1	0	2	0	3	3	3	1
miR-3681-3p	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
miR-302c-3p	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-7703-3p	0	0	1	3	0	75	19	15	0	4	7	0	6	4	4	9	0	1	2	0	10
miR-6129-3p	0	0	1	1	3	0	4	10	6	0	1	4	1	1	0	0	0	5	4	2	2
miR-7109-3p	0	0	1	0	1	0	1	0	0	1	3	0	0	0	2	0	0	0	0	4	3
miR-6834-3p	0	0	1	0	0	0	0	0	2	5	0	0	0	0	1	1	0	0	1	0	0
miR-4464-3p	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	3	0	0	0
miR-6506-3p	0	0	1	0	2	0	1	0	4	4	0	0	0	1	0	0	0	1	5	0	0
miR-4662b	0	0	1	0	0	0	0	0	6	0	2	0	3	0	0	6	0	0	0	0	0
miR-3137-5p	0	0	1	0	0	0	0	2	1	0	4	4	0	0	0	0	0	1	0	0	0
miR-6794-3p	0	0	1	0	7	0	0	0	0	1	8	7	4	3	5	2	0	5	1	0	1
miR-4773-2-3p	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0
miR-3130-5p	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	9	1	0	0	0
miR-548ao-3p	0	0	1	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	5	0
miR-6837-3p	0	0	1	0	2	9	0	6	3	0	5	1	0	0	3	10	0	7	3	2	1
miR-10395-5p	0	0	1	0	0	0	4	0	2	1	0	4	2	2	6	0	0	0	0	0	0
miR-3158-1-3p	0	0	1	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1	0	0
miR-3150a-5p	0	0	1	2	0	0	0	1	3	6	11	2	3	0	0	1	0	0	0	0	0
miR-6770-3-5p	0	0	1	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0
miR-466-3p	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	16	1	0	0	0
miR-6838-5p	0	0	1	0	0	0	4	5	1	1	1	0	1	0	1	1	0	0	0	0	0
miR-5008-5p	0	0	1	0	5	0	4	2	1	0	0	1	0	1	0	0	0	2	0	5	0
miR-483-5p	0	0	1	11	2	20	8	3	6	1	1	11	2	4	1	0	3	7	4	3	12
miR-4463-5p	0	0	1	0	0	0	0	0	0	2	4	0	1	0	0	0	0	2	2	0	0
miR-4769-3p	0	0	1	0	6	6	4	4	10	0	9	11	0	3	5	2	9	1	0	0	0
miR-12128-5p	0	0	1	1	5	0	3	0	2	4	4	14	5	1	5	4	0	1	4	1	0
miR-1279-5p	0	0	1	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
miR-5090-3p	0	0	1	6	0	2	1	3	2	0	2	9	0	2	1	5	0	0	1	5	0
miR-3972-5p	0	0	1	0	2	0	0	0	0	0	4	0	3	6	0	0	0	0	4	2	4
miR-4522-3p	0	0	1	1	0.5	2	0	0	4	1	2	0	1	0	0	0	12	0	3	0	0
miR-4756-5p	0	0	1	0	1	0	2	1	2	0	4	0	1	1	2	0	0	2	1	0	0
miR-1539-3p	0	0	1	4	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0
miR-8073-3p	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0
miR-6819-3p	0	0	1	0	6	0	7	4	3	4	2	8	0	2	5	1	0	10	1	1	6
miR-518b-3p	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
miR-6856-5p	0	0	1	2	2	0	0	2	6	0	1	0	2	0	0	0	12	0	1	1	9
miR-3171-5p	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
miR-3119-1-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
miR-7852-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
miR-548f-4-5p	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0
miR-4654-5p	0	0	1	2	11	2	1	6	12	2	2	18	12	1	0	3	0	8	0	8	4
miR-3122-3p	0	0	1	0	2	0	6	0	0	0	0	0	0	0	2	0	11	0	1	0	0
miR-4761-3p	0	0	1	0	2	3	4	0	0	0	0	7	2	4	0	1	0	0	4	6	4
miR-1278-5p	0	0	1	0	5	0	0	4	11	7	3	0	4	1	1	1	0	3	0	0	0
miR-518a-2-3p	0	0	1	3	2	0	0	0	2	2	0	0	0	0	0	0	0	3	0	2	3
miR-3689f-5p	0	0	1	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0
miR-5579-3p	0	0	1	4	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
miR-6774-3p	0	0	1	0	0	0	5	6	4	0	0	12	0	5	0	2	0	3	0	2	0
miR-1302-8-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
miR-1538-5p	0	0	1	2	0	7	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0
miR-1-1-3p	0	0	1	4	0	0	0	0	6	1	8	0	1	0	1	0	0	1	0	0	0
miR-4726-5p	0	0	1	1	0	2	2	7	2	1	6	10	0	3	9	1	0	2	10	13	2
miR-6792-5p	0	0	1	3	0	0	0	1	7	1	3	0	0	3	1	0	0	0	0	6	0
miR-384-3p	0	0	1	0	6	3	0	2	0	0	12	0	0	3	1	0	0	0	0	0	0
miR-4761-5p	0	0	1	1	5	2	4	2	4	4	0	1	3	2	2	0	0	4	1	0	0
miR-6871-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-4667-3p	0	0	1	0	3	22	0	2	12	0	6	8	6	0	6	0	0	3	2	5	0
miR-4513-5p	0	0	1	0	1	3	0	4	2	1	1	1	3	2	1	0	0	1	1	0	6
miR-12113-3p	0	0	1	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	3	1
miR-1255b-1-5p	0	0	1	5	0	1	3	12	0	9	0	0	1.666666667	0	1	0	0	4	1	0	8
miR-1263-5p	0	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	0	2	0	0	2
miR-7160-5p	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	3	8	1
miR-8076-5p	0	0	1	0	3	0	0	2	3	0	8	2	0	3	2	1	0	4	0	0	0
miR-3185-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-498-3p	0	0	1	6	5	11	1	6	12	4	1	7	3	1	12	0	0	1	0	2	4
miR-3119-2-3p	0	0	1	0	0	0	0	3	4	0	0	7	0	0	0	0	0	1	0	0	0
miR-4483-3p	0	0	1	0	0	0	0	0	13	0	0	4	0	0	1	1	0	0	0	0	1
miR-6891-3p	0	0	1	0	0	0	2	6	2	1	7	0	0	0	0	1	0	0	0	0	0
miR-5090-5p	0	0	1	0	5	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	0
miR-5704-5p	0	0	1	0	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0
miR-6768-5p	0	0	1	8	6	3	12	1	12	0	1	4	0	2	3	2	0	6	5	14	10
miR-548a-1-5p	0	0	0.1	0	0.153846154	0	0	4	0.5	0	7	0	0	0	6	0	0	9	0	0	0
miR-3617-3p	0	0	0	3	0	3	0	0	0	0	1	9	0	1	0	1	0	4	5	0	0
miR-11400-3p	0	0	0	0	3	0	0	0	0	0	3	4	0	0	0	1	0	0	0	0	0
miR-4290-3p	0	0	0	0	9	7	0	2	0	4	3	5	4	0	2	3	0	3	0	1	0
miR-548k-5p	0	0	0	4	0	1	1	6.861111111	5	1.333333333	2	0	1	0	0	4.333333333	0	16.11111111	0	0	0
miR-4328-5p	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	2	0	0	7
miR-4786-5p	0	0	0	1	5	0	2	3	2	3	0	5	0	0	0	0	0	5	0	1	0
miR-3972-3p	0	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0
miR-5584-5p	0	0	0	0	2	4	0	0	1	0	1	0	0	0	5	1	0	2	0	0	0
miR-4715-3p	0	0	0	0	0	0	0	1	0	3	0	0	6	0	1	5	0	0	0	0	0
miR-4737-3p	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0
miR-3924-5p	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
miR-4803-5p	0	0	0	0	0	0	1	0	3	0	0	1	4	3	3	0	0	0	0	0	0
miR-4440	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
miR-516b-2-3p	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
miR-4652-3p	0	0	0	3	0	3	0	1	0	3	5	2	0	0	0	1	0	1	0	0	0
miR-3610-5p	0	0	0	2	0	0	0	0	2	0	0	0	3	1	0	0	0	0	0	0	0
miR-1910-5p	0	0	0	0	11	0	0	1	4	2	3	0	2	0	2	0	0	1	4	7	0
miR-4642-5p	0	0	0	5	4	16	8	1	1	2	2	3	1	7	0	0	0	0	0	0	3
miR-3180-3-5p	0	0	0	0	2	0	1	0	3	3	0	0	0	1	2	2	0	1	1	0	4
miR-3177-5p	0	0	0	0	3	0	6	0	0	1	3	2	2	1	0	0	0	0	0	0	3
miR-6742-5p	0	0	0	0	4	0	0	1	0	2	6	15	0	4	4	2	0	3	0	0	0
miR-6850-5p	0	0	0	7	1	0	1	1	0	0	3	0	1	0	2	2	0	0	3	0	0
miR-4511-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
miR-4481-5p	0	0	0	2	18	0	0	1	0	0	4	3	2	2	5	3	0	3	0	0	11
miR-3926-2-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	9	6	0	1
miR-4252-3p	0	0	0	2	0	0	0	0	3	3	1	1	0	0	1	0	0	0	0	0	0
miR-4472-1-3p	0	0	0	0	4	0	1	1	3	3	0	0	1	1	0	0	0	2	1	4	0
miR-7855-5p	0	0	0	0	0	3	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0
miR-507-5p	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	0	0	0
miR-521-1-5p	0	0	0	2	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1
miR-5007-3p	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-429-5p	0	0	0	0	2	0	0	0	0	0	0	0	1	0	4	3	0	0	1	0	1
miR-3940-5p	0	0	0	3	3	3	7	0	2	0	3	7	0	0	11	2	0	3	4	4	10
miR-7154-3p	0	0	0	0	0	7	0	1	0	5	0	3	1	3	3	0	0	0	0	1	1
miR-3914-1-3p	0	0	0	7	0	0	0	4	3	0	0	4	7	0	0	0	0	0	0	0	5
miR-4793-5p	0	0	0	3	0	2	0	3	5	0	12	3	9	1	4	2	3	1	2	1	0
miR-548ag-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-4712-5p	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	0
miR-7702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-9-3-3p	0	0	0	0	2	0	0	0	0	0	0	5	0	0	1	0	0	5	0	0	0
miR-484-3p	0	0	0	4	0	0	1	1	9	0	2	5	1	4	3	0	0	3	3	5	0
miR-1322-3p	0	0	0	3	0	5	9	9	2	1	1	9	2	2	0	0	0	0	5	0	0
miR-4730-3p	0	0	0	0	0	0	0	0	0	0	10	1	0	2	0	0	0	0	3	2	6
miR-4707-3p	0	0	0	2	0	0	0	1	17	0	2	1	3	1	11	1	0	0	3	0	0
miR-4721-5p	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	0	0	0	5	0
miR-4726-3p	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	3
miR-4648-3p	0	0	0	2	4	1	0	0	4	1	2	0	0	0	3	4	0	0	0	2	5
miR-211-3p	0	0	0	0	0	0	0	1	2	0	3	0	3	1	1	3	0	1	0	0	0
miR-645-3p	0	0	0	0	0	0	0	2	0	0	4	0	0	0	1	2	0	1	2	0	0
miR-3151-5p	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0
miR-8078-3p	0	0	0	4	4	1	0	5	0	0	0	0	1	0	0	5	0	0	0	1	1
miR-944-5p	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-3122-5p	0	0	0	0	0	0	2	0	0	4	0	0	1	1	0	0	0	3	0	0	8
miR-6794-5p	0	0	0	3	0	5	0	0	2	1	0	0	3	1	0	0	0	1	0	0	0
miR-619-3p	0	0	0	3	0	1	0	2	2	3	3	5	0	0	0	0	0	0	0	0	1
miR-6799-5p	0	0	0	0	0	0	0	0	0	3	0	10	1	1	0	2	0	0	0	1	6
miR-4705-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
miR-198-3p	0	0	0	0	9	4	0	0	4	0	0	0	3	0	1	0	0	6	0	0	4
miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
miR-7855-3p	0	0	0	0	0	0	0	3	2	0	0	0	0	5	1	0	0	0	0	0	0
miR-6782-5p	0	0	0	3	0	8	0	0	0	0	5	0	3	2	0	0	0	0	0	1	3
miR-10525-3p	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
miR-5708-5p	0	0	0	9	5	0	4	4	0	6	14	2	9	0	0	3	0	0	0	2	3
miR-4441-5p	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	1	4	2	1
miR-3132-3p	0	0	0	0	0	4	0	0	2	0	0	0	1	2	3	0	0	0	0	0	3
miR-6805-5p	0	0	0	0	0	0	2	1	1	10	1	1	0	0	0	0	0	0	0	2	5
miR-4421	0	0	0	0	2	0	2	0	7	4	9	0	1	0	0	3	0	1	0	0	0
miR-519c-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-5581-5p	0	0	0	6	14	0	10	0	0	0	0	2	0	4	6	3	0	0	9	15	3
miR-3938	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-3117-5p	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6
miR-5682-5p	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	4
miR-3144-5p	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
miR-557-5p	0	0	0	4	6	1	0	3	1	0	19	5.5	1	2	2	1	0	2	2	0.333333333	0.5
miR-8087-5p	0	0	0	3	0	0	3	2	0	3	2	2	0	2	2	3	0	0	0	0	1
miR-19b-2-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
miR-1278	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	3	0	0	0
miR-4262-5p	0	0	0	0	0	0	0	0	0	0	3	0	1	12	0	0	0	0	0	0	6
miR-6850-3p	0	0	0	0	1	4	0	0	0	2	0	3	0	1	0	0	0	0	0	0	1
miR-938-3p	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	0	0	0	1
miR-6718-3p	0	0	0	0	0	8	0	0	1	2	2	0	0	0	1	2	0	4	0	0	0
miR-4662b-5p	0	0	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0
miR-6885-5p	0	0	0	1	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0
miR-6798-3p	0	0	0	1	1	2	1	0	0	0	0	13	11	0	0	0	0	7	0	0	1
miR-1538	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
miR-4793-3p	0	0	0	16	4	2	2	6	3	0	5	5	0	3	2	7	0	2	0	11	9
miR-548au-3p	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0
miR-4530-5p	0	0	0	0	0	0	0	0	0	5	3	6	0	1	0	2	0	0	1	0	0
miR-526a-1-5p	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
miR-1323	0	0	0	0	4	0	0	0	1	0	0	2	0	0	0	0	0	4	0	0	0
miR-649-3p	0	0	0	0	0	0	3	3	0	0	4	0	0	0	1	3	0	1	0	0	0
miR-4468-3p	0	0	0	3	0	0	0	2	1	1	0	10	0	1	1	1	8	0	0	1	7
miR-4754-3p	0	0	0	0	4	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	4
miR-11400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1245a-3p	0	0	0	0	0	0	0	1	0	9	0	2	9	0	0	0	0	0	0	0	0
miR-4531-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
miR-6767-3p	0	0	0	0	0	3	3	1	1	0	0	0	0	0	2	0	0	0	0	0	4
miR-3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-6792-3p	0	0	0	4	0	1	0	4	0	1	6	0	0	1	0	1	0	1	0	0	2
miR-6844-3p	0	0	0	1	0	0	1	3	1	0	0	8	0	0	5	0	0	2	0	0	0
miR-6804-3p	0	0	0	0	7	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0
miR-6738-3p	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	3	0	0	1	0	0
miR-5704-3p	0	0	0	0	0	0	0	0	0	0	3	0	7	0	3	1	0	1	0	0	0
miR-6860-3p	0	0	0	0	0	0	3	0	4	2	1	8	8	1	1	9	0	3	3	3	6
miR-586-5p	0	0	0	0	0	0	0	8	1	1	4	0	7	0	0	0	7	0	0	1	0
miR-8080-5p	0	0	0	1	0	0	0	1	2	0	0	14	3	8	0	0	0	0	0	0	2
miR-8067-5p	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	1	0	1	0	0	3
miR-558-5p	0	0	0	3	8	0	2	0	0	2	6	0	1	0	1	0	0	4	0	3	0
miR-4795-5p	0	0	0	9	3	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-217-3p	0	0	0	4	0	0	0	0	7	0	0	0	0	1	0	0	0	0	2	0	0
miR-7702-3p	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	3	0	0
miR-3156-3-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
miR-1251-3p	0	0	0	3	0	1	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0
miR-3913-1-5p	0	0	0	0	0	0	0	3	0	2	1	0	0	4	1	0	0	1	0	0	0
miR-4649-5p	0	0	0	5	0	6	0	3	0	0	0	0	0	0	9	0	0	1	5	0	0
miR-4288-5p	0	0	0	0	8	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	12
miR-4737-5p	0	0	0	0	3	0	0	0	0	1	3	0	0	3	0	4	0	7	1	0	1
miR-651-3p	0	0	0	0	2	0	0	7	13	0	1	0	5	0	0	0	0	0	4	9	0
miR-4643-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-4696-5p	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
miR-6817-5p	0	0	0	0	0	0	1	6	4	0	0	0	0	2	5	0	0	3	0	0	4
miR-4487-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-3149-5p	0	0	0	0	3	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0
miR-34c-3p	0	0	0	0	0	1	1	3	0	0	1	0	1	0	0	0	0	1	1	0	0
miR-583-5p	0	0	0	0	0	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
miR-124-1-5p	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	1	0	0	0	0	0
miR-3913-1-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0
miR-516b-1-3p	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	2
miR-8058-5p	0	0	0	4	2	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0
miR-8062-5p	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	1	0	0	4	0
miR-4281-5p	0	0	0	0	7	0	0	0	0	3	9	0	0	0	1	1	0	0	0	1	2
miR-889-5p	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
miR-4496-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
miR-5047-3p	0	0	0	0	1	0	1	4	0	0	1	2	5	1	2	0	0	1	0	0	0
miR-496-5p	0	0	0	0	0	0	0	4	5	2	0	0	0	0	2	1	0	6	0	0	0
miR-6816-5p	0	0	0	0	0	5	0	4	0	2	1	0	0	5	3	0	0	0	1	2	3
miR-1252-3p	0	0	0	2	0	0	0	4	9	0	0	0	2	0	4	1	0	1	0	9	0
miR-1286-3p	0	0	0	1	1	0	3	3	0	0	2	2	0	0	0	0	0	4	0	0	0
miR-623-3p	0	0	0	3	0	0	1	1	2	0	3	13	1	1	1	0	0	4	0	0	0
miR-4727-5p	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	3	0	2	0
miR-513a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	0
miR-10525-5p	0	0	0	2	2	5	0	0	2	6	0	0	2	2	0	0	0	1	0	0	0
miR-6743-5p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	2	1	2	0
miR-4743-3p	0	0	0	8	0	4	3	2	0	1	0	0	0	3	0	1	0	3	0	0	0
miR-6808-5p	0	0	0	7	0	0	0	1	0	3	4	3	0	0	0	0	0	0	0	0	0
miR-526b-3p	0	0	0	7	6	0	0	6	3	0	2	0	2	1	0	0	0	0	0	7	0
miR-5691-3p	0	0	0	7	9	0	0	1	1	1	5	4	0	0	0	1	0	1	4	2	0
miR-1208-3p	0	0	0	6	3	0	14	4	2	4	7	0	0	1	2	3	4	0	1	7	2
miR-4476-5p	0	0	0	6	7	0	1	0	0	0	0	0	3	2	3	0	1	1	0	0	5
miR-1257-5p	0	0	0	6	6	11	3	6	2	1	7	7	0	0	1	0	0	3	4	3	3
miR-4298-5p	0	0	0	6	3	7	0	5	0	1	5	0	0	0	0	3	0	0	0	0	0
miR-5089-3p	0	0	0	6	0	0	0	0	5	0	0	0	3	3	1	0	0	1	0	0	0
miR-510-3p	0	0	0	5	0	0	0	3	0	0	0	9	10	0	1	0	0	0	1	0	0
miR-4257-5p	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
miR-5681b-3p	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
miR-9900-5p	0	0	0	5	0	7	0	0	0	0	2	0	4	0	6	0	7	1	2	0	0
miR-890-3p	0	0	0	5	1	0	0	6	0	6	0	0	0	3	0	0	0	0	0	0	6
miR-3163-5p	0	0	0	5	0	3	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0
miR-12135-5p	0	0	0	5	0	0	0	0	0	0	0	8	4	0	3	0	0	0	2	0	0
miR-4262-3p	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
miR-4278-5p	0	0	0	5	0	0	0	2	0	1	3	0	1	0	2	4	0	9	0	0	0
miR-383-3p	0	0	0	4	0	0	0	0	1	0	0	0	3	0	0	0	0	3	0	0	0
miR-4295-3p	0	0	0	4	0	0	0	2	0	0	0	0	1	0	0	0	10	4	7	0	2
miR-6872-5p	0	0	0	4	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-3714-5p	0	0	0	4	0	0	0	0	1	0	0	4	0	4	0	0	0	0	2	0	1
miR-3156-1-3p	0	0	0	4	0	0	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0
miR-633-5p	0	0	0	4	0	0	2	0	0	3	4	0	1	0	4	1	0	0	0	0	0
miR-520b-3p	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	5.666666667	2	2	0
miR-518f-5p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-1302-7-3p	0	0	0	3	1	0	0	1	0	5	0	0	0	0	3	0	11	0	1	0	2
miR-3153-3p	0	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
miR-1827-5p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
miR-4506-3p	0	0	0	3	5	0	0	1	1	0	1	2	3	0	0	2	0	0	0	1	4
miR-521-1-3p	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0
miR-3914-1-5p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-6831-3p	0	0	0	3	0	0	0	5	3	0	0	0	1	0	0	0	0	2	3	0	0
miR-548ak	0	0	0	3	0	0	4	2	0	0	0	0	3	1	0	0	0	0	0	0	0
miR-5697-3p	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-4495-5p	0	0	0	3	0	0	1	3	8	0	0	0	0	3	0	0	0	0	0	0	0
miR-4454-3p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1206-5p	0	0	0	3	0	15	0	0	0	0	1	0	0	0	1	0	0	1	1	1	3
miR-3648	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-633-3p	0	0	0	3	2	0	1	0	5	2	0	14	0	0	1	0	0	4	1	1	7
miR-7109-5p	0	0	0	2	0	0	0	0	0	0	0	4	4	4	0	1	0	0	4	4	5
miR-520a-5p	0	0	0	2	1	0	0	9	0	3	1	2	0	0	1	1	0	2	1	0	0
